questions numbers,r value,p value,std err
q3.7_q5.5,-0.0101260793132,0.823976021154,0.0366797827176
q1.3_q5.7,-0.0183506794229,0.678990003708,0.0920911340618
q3.7_q5.7,0.0625677106874,0.169355651703,0.0714157817975
duration_q4.3,0.0254845484986,0.718162717749,2.10730107284e-05
duration_q4.2,0.0596546312594,0.39785831898,1.95616267819e-05
q3.7_q5.2,-0.027112352302,0.551404780774,0.00713283600209
q3.7_q5.9,-0.0333916348378,0.464536626581,0.0882664155878
q3.7_q5.8,0.0813786539253,0.0742694173015,0.0841607473373
q4.3_q3.22_1,0.0989888924583,0.164215685688,0.055392537724
q4.3_q3.22_2,0.0851646352523,0.22816626062,0.0667432077489
q4.3_q3.22_3,0.0874432927762,0.214768562148,0.0563754865864
q4.3_q3.22_4,0.0,1.0,0.0
q4.3_q3.22_5,0.0139522894188,0.843380267606,0.0167629703004
q4.3_q3.22_6,0.405165925208,2.21440956404e-09,0.0678631647745
q3.18_q3.18,1.0,0.0,0.0
q3.18_q3.14,-0.0670067436474,0.142267667318,0.0360897612933
q3.18_q3.12,-0.115281319629,0.0113148544773,0.0326704437568
q3.18_q3.13,-0.0613920803368,0.1793389938,0.0332232689781
q3.18_q3.10,-0.0470135184066,0.302987523719,0.00865502009834
q3.18_q3.11,-0.0402432370669,0.596967036519,0.0334393574539
q5.5_q4.2,-0.000642599001369,0.992740076849,0.217482075446
q5.5_q4.3,0.0705261112447,0.317367129692,0.233361575047
q5.5_q2.2,0.0,1.0,0.0
q5.5_q2.3,-0.0422614747751,0.337544367031,0.13322909786
q5.7_q4.6_1,-0.0510085531198,0.248344431549,0.0282483630964
q5.5_q2.5,-0.203118911732,3.22590796753e-06,0.135903472418
q4.6_2_q3.10,0.0186743449041,0.778179704315,0.011376914541
q3.14_q6.8,0.0583673734649,0.229846533559,0.0698391710822
q3.14_q6.4,0.0532609595529,0.274986832883,0.0754523205241
q3.14_q6.6,0.0461370640006,0.344419310877,0.0607870709305
q4.3_q3.20,-0.0234867683763,0.739425365106,0.0542026971577
q3.16_1_q1.3,0.00605968765013,0.894764846717,0.0141583036664
q1.6_q4.6_2,-0.0454225061831,0.489272190446,0.109139098451
q1.6_q4.6_3,-0.133407748967,0.00243941388589,0.0217409292262
q3.16_1_q1.6,0.02051259448,0.652934073966,0.0301356263933
q3.16_3_q3.20,0.067167272639,0.140897191303,0.0585003965552
q3.16_1_q1.4,0.164935863849,0.000276240992088,0.0409790066509
q3.16_1_q1.5,0.0770588981339,0.091722189618,0.0307683757231
q3.16_4_q5.9,-0.101874552734,0.0259291817556,0.0407836197884
q3.16_4_q5.8,-0.0651842993663,0.154759226831,0.0391359229866
q1.6_q3.22_4,-0.371709167563,2.36915654258e-18,0.0414706934044
q1.6_q3.22_5,-0.00450514046465,0.94913559266,0.0352983823959
q1.6_q3.22_6,-0.044759561171,0.52704573501,0.156677850953
q3.16_4_q5.2,-0.119054967182,0.00895972432483,0.00329720547799
q3.16_4_q5.5,-0.0770010874373,0.0916270122384,0.0168745215022
q1.6_q3.22_1,0.0181887235931,0.692237463632,0.0711778479036
q1.6_q3.22_2,0.0602066830345,0.187899657194,0.0815437553163
q1.6_q3.22_3,-0.0840345332355,0.0649897417039,0.0681745158134
q3.4_q3.10,0.160522388311,0.000426338598613,0.0206283187327
q3.4_q3.11,-0.0675608193672,0.377132900155,0.082024028098
q3.4_q3.12,0.164852147356,0.00029511082863,0.0774611603714
q3.4_q3.13,0.200641036023,1.05183405706e-05,0.0785207685238
q3.4_q3.14,0.254254145962,1.78931946328e-08,0.0836008801888
q3.16_4_q3.9,0.0729425274232,0.2613317665,0.049786140295
q3.4_q3.18,-0.0386748112538,0.399357206509,0.109454615301
q3.16_4_q3.4,0.0558686830066,0.224224638675,0.0209278974131
q3.16_4_q3.3,-0.100161607313,0.0280542995919,0.0633362749144
q2.2_q5.9,0.0,1.0,inf
q2.2_q5.8,0.0,1.0,inf
q2.2_q5.5,0.0,1.0,inf
q2.2_q5.7,0.0,1.0,inf
q3.16_4_q4.6_3,0.0266009482623,0.561394232808,0.0162644253593
q2.2_q5.2,0.0,1.0,inf
q5.8_q3.16_4,-0.0651842993663,0.154759226831,0.0534525244547
q5.8_q3.16_3,0.137105405389,0.00258359637129,0.0435339745904
q5.8_q3.16_2,0.0736115178508,0.10760738228,0.0347479729553
q5.8_q3.16_1,-0.124781075536,0.00613906740429,0.0592608057611
q3.14_q2.5,-0.108424148859,0.0171385134079,0.0548047557857
q3.14_q2.3,-0.0955323202555,0.0358256136433,0.0581138223362
q3.14_q2.2,0.0,1.0,0.0
q3.10_q6.4,-0.0336284025859,0.490330891068,0.311728011287
q3.16_1_q5.5,0.153511446327,0.000702438668642,0.0150383060493
q3.16_1_q5.2,-0.0331587099431,0.466732649608,0.0029595367599
q3.10_q6.8,-0.0121109387171,0.803173874053,0.295512022244
q3.16_1_q5.8,-0.124781075536,0.00613906740429,0.0346802033018
q3.16_1_q5.9,-0.126072036824,0.00562567754914,0.0362959920914
q3.4_q3.7,-0.0527563554278,0.249150531306,0.0465711404107
q3.4_q3.4,1.0,0.0,0.0
q3.4_q3.3,-0.0859130989322,0.0602632923326,0.140219597341
q4.6_3_q4.6_3,1.0,0.0,0.0
q3.4_q4.6_1,0.0986628717443,0.0312060825485,0.0463353949496
q3.4_q4.6_2,-0.0476128916338,0.475347622398,0.172973683924
q3.4_q4.6_3,-0.0310728007885,0.498391265319,0.0359205695318
q3.4_q3.9,0.0217635456207,0.737827300819,0.112047691011
q3.20_duration,-0.0510865299683,0.262473200454,147.389321782
q3.16_3_q6.8,0.0321546386761,0.508044651721,0.0743076888266
q3.10_q3.14,0.0822705455297,0.0711405963346,0.189771685639
q3.10_q3.12,0.0623648680697,0.171190059539,0.172762627151
q3.10_q3.13,0.0805028799889,0.0780706782963,0.17457130699
q3.10_q3.10,1.0,0.0,0.0
q3.10_q3.11,0.121623065293,0.109888285816,0.187778478663
q6.8_q3.9,0.0671957646308,0.337227768767,0.0411606984461
q3.10_q3.18,-0.0470135184066,0.302987523719,0.240176057207
q6.8_q5.9,-0.0292363629159,0.542158176003,0.0320529645579
q6.8_q5.8,-0.025420647283,0.596132268746,0.0322646973644
q6.8_q5.7,-0.045769384026,0.339251190363,0.0281873015329
q6.8_q5.5,0.0824660896349,0.0843706580195,0.0141757798737
q6.8_q5.2,0.00949632251641,0.842726453366,0.00285653508834
q3.16_4_q3.22_3,0.274065914207,9.80711734097e-10,0.048610057768
q3.16_4_q3.22_2,0.0988237550736,0.0307542486967,0.0598842309092
q3.16_4_q3.22_1,0.0559415765563,0.224110386135,0.0527649438882
q1.5_q4.6_1,0.0343809134649,0.43803412289,0.0269385087614
q3.16_4_q3.22_6,0.0271394784779,0.702851020186,0.106422698902
q3.16_4_q3.22_5,0.0153839269442,0.828397440062,0.0241447621494
q3.16_4_q3.22_4,0.0332939366198,0.4663105342,0.0342406420289
q4.6_2_q3.22_1,-0.130276363115,0.0504690565596,0.0637983102746
q4.6_2_q3.22_2,-0.0750398718059,0.258080135648,0.0731444551386
q4.6_2_q3.22_3,-0.00680812779641,0.91820979783,0.0605994825413
q4.6_2_q3.22_4,-0.0145856218904,0.82436517366,0.0393369270921
q4.6_2_q3.22_5,0.0128243046428,0.894706268032,0.0289379770438
q4.6_2_q3.22_6,0.132074526192,0.17099716643,0.127757125686
q3.3_q2.5,0.407572250453,7.80320144132e-21,0.030906806579
q3.3_q3.18,-0.0161123215524,0.723930927564,0.0353848291332
q3.3_q3.14,-0.171155412515,0.000157013183746,0.0276113054394
q3.3_q3.13,-0.158035994084,0.000503537361511,0.0254628793522
q3.3_q3.12,-0.0678204720615,0.136248371445,0.02541985726
q3.3_q3.11,-0.00354535117388,0.962860228572,0.0240838052725
q3.3_q3.10,-0.0319301195083,0.483412252693,0.00670641402224
q3.22_6_q5.8,0.197351465366,0.00509320307863,0.0413314860818
q3.22_6_q5.9,0.0882081956893,0.214216012995,0.0402221166078
q6.8_q1.6,-0.083384037154,0.0809589961627,0.027493322942
q6.8_q1.5,0.0256666070302,0.593006710627,0.0289366093754
q4.6_3_duration,-0.0584737911968,0.185207342263,395.11644912
q3.4_q3.16_4,0.0558686830066,0.224224638675,0.100706052775
q3.22_6_q5.2,-0.107331165321,0.128412714592,0.00310157289742
q3.4_q3.16_1,0.224147809088,7.38734318426e-07,0.109580740136
q3.22_6_q5.5,-0.114084218357,0.105951341869,0.0201778571921
q3.4_q3.16_3,0.15160326513,0.00088388510322,0.0822927680461
q3.22_6_q5.7,0.0568628350427,0.422673910874,0.0371245526375
q3.22_5_q3.16_4,0.0153839269442,0.828397440062,0.208075620072
q3.22_5_q3.16_2,0.0614407653815,0.385044501605,0.13267945172
q3.22_5_q3.16_3,0.120626339007,0.0872598154484,0.177957908046
q3.22_5_q3.16_1,0.0486740271303,0.490430305048,0.246482069709
q3.22_6_q3.9,0.00391870257143,0.97092634899,0.0447879553139
q5.9_q5.5,0.0105517272571,0.811378212853,0.0182804299861
q1.5_q3.22_6,-0.101681762013,0.150910645071,0.135909203335
q1.5_q3.22_5,-0.00790919768143,0.911049412551,0.0308809334585
q1.5_q3.22_4,-0.0544079178613,0.218615631675,0.0444265172698
q1.5_q3.22_3,-0.0913394276625,0.0454882116487,0.0671557392976
q1.5_q3.22_2,-0.036799211655,0.422628251702,0.0797288418048
q1.5_q3.22_1,0.0162581762699,0.724328574274,0.0701603203289
q3.22_6_q1.5,-0.101681762013,0.150910645071,0.0365918556218
q5.9_q5.9,1.0,0.0,0.0
q5.9_q5.8,0.0331029934675,0.455259461894,0.0427442085985
q4.2_q4.6_3,-0.04192850739,0.553530185201,0.0175665332342
q4.2_q4.6_2,-0.03984474302,0.680809420973,0.0863375520783
q4.2_q4.6_1,-0.0835831192033,0.235781066697,0.0238248697851
q1.6_duration,0.0533127814925,0.226679553783,195.900287535
q3.4_q5.7,-0.0796967076672,0.0817478490246,0.0733153797074
q6.6_q5.9,-0.00838369707,0.861585844738,0.0366621355325
q6.6_q5.8,0.04573258903,0.341308912116,0.0375326191342
q6.6_q5.5,0.0665033552509,0.16520488914,0.0165744037203
q6.6_q5.7,0.0452842429603,0.345510978067,0.032933467425
q6.4_q2.2,0.0,1.0,0.0
q6.6_q5.2,0.0195173762098,0.684101976311,0.00333743020062
q5.9_q3.20,-0.0716668944496,0.116865731391,0.0543507708801
q3.22_1_duration,0.00666084667132,0.884635856259,138.961983318
q2.3_q4.6_2,0.128682514165,0.0492865314703,0.0733904836112
q2.3_q4.6_3,-0.0408283856838,0.355133576272,0.0149160467617
q2.3_q4.6_1,-0.0905177740861,0.0400337361066,0.018382012352
q3.22_1_q3.22_3,0.158588679166,0.000507877088331,0.0439170527629
q3.22_1_q3.22_2,0.24391142568,7.0798609213e-08,0.0512949594973
q3.22_1_q3.22_1,1.0,0.0,0.0
q3.22_1_q3.22_6,-0.0329539843481,0.644875434454,0.0955219503146
q3.22_1_q3.22_5,0.096153626682,0.176694997653,0.0216542280531
q3.16_3_q4.2,0.101304626125,0.151410442605,0.109987443617
q1.6_q2.3,0.104714938664,0.0173388586205,0.0643541601597
q1.6_q2.2,0.0,1.0,0.0
q1.6_q2.5,0.175610986389,6.05519076021e-05,0.0663483126798
q6.6_q3.22_2,0.004134416951,0.932595867365,0.058895721192
q4.3_q3.14,-0.0780523424828,0.268338458154,0.0445948121485
q4.3_q3.10,-0.0989653414517,0.161131774772,0.00922324880542
q4.3_q3.11,0.108057975143,0.29725787496,0.0308013324101
q4.3_q3.12,-0.0615154124058,0.383277386838,0.0408496354712
q4.3_q3.13,-0.0440529628855,0.532571570273,0.0419103766445
q4.3_q3.18,-0.0491870387849,0.485864242632,0.0556301432279
q3.12_duration,-0.0308588604501,0.49821511454,200.848853394
q4.6_3_q3.22_5,-0.0568154783782,0.421895276063,0.0725671002162
q3.22_2_q3.16_4,0.0988237550736,0.0307542486967,0.0347390826454
q4.6_3_q3.22_6,-0.0531789345693,0.45339318297,0.32050545836
q3.22_2_q3.16_1,-0.0274533447055,0.548494551118,0.0387283342877
q3.22_2_q3.16_3,0.278724063765,5.15922531423e-10,0.027654097401
q3.22_2_q3.16_2,0.125829020867,0.00587315328939,0.0226145513992
q1.3_q3.22_6,-0.0211461318253,0.766881212615,0.352633988035
q3.16_2_duration,0.0993989847102,0.0291099108224,239.94672878
q3.16_3_q6.6,-0.00776452221526,0.87349357786,0.0635654076648
q3.16_3_q6.4,-0.00293543060309,0.952000825978,0.0781424079961
q2.3_q3.18,0.0334997548723,0.462624930148,0.0449411538212
q2.3_q3.14,-0.0955323202555,0.0358256136433,0.0354481626104
q2.3_q3.12,-0.059931203583,0.188086587642,0.032313107713
q2.3_q3.13,-0.132651602272,0.00356147505823,0.0325269439686
q2.3_q3.10,-0.0355578397592,0.435098640691,0.00851967448737
q2.3_q3.11,-0.0704439532039,0.354259426971,0.0336615169443
q3.3_q2.2,0.0,1.0,0.0
q3.3_q2.3,0.336971262868,2.42081681453e-14,0.0336896998884
q3.9_q1.6,-0.236143478795,0.000222878752943,0.0603432583807
q3.9_q1.5,-0.143966587195,0.0257270124868,0.0592032550837
q5.9_q3.13,-0.00895292938057,0.845211947749,0.0403890813399
q5.9_q3.12,-0.0438575349981,0.337140745578,0.0398708371929
q3.16_3_q5.8,0.137105405389,0.00258359637129,0.0470537932204
q3.10_q3.7,0.0376332098314,0.408757306463,0.102356394766
q6.4_q3.18,0.11026971562,0.0236527884496,0.0390610916745
q5.9_q3.18,-0.0893260109801,0.0504835844241,0.0552354154476
q3.3_q6.8,-0.170192845518,0.000418407204596,0.0429168597477
q3.3_q6.6,-0.0718132189918,0.140343347219,0.0372307333007
q3.3_q6.4,0.154379904473,0.00144832066896,0.0456558687934
q5.5_q5.9,0.0105517272571,0.811378212853,0.106830503582
q5.5_q5.8,-0.106859561913,0.0154630432995,0.102766067065
q5.5_q5.2,0.0374120098809,0.395937615229,0.00846771826658
q5.5_q5.5,1.0,0.0,0.0
q3.3_q4.2,0.156939118978,0.0253448877371,0.0654311230101
q3.3_q4.3,0.0436113653877,0.53669180759,0.0711991510258
q2.3_duration,0.0669733520776,0.128300615287,133.064705865
q6.6_q2.3,-0.0442969748485,0.355585575518,0.0474891608385
q3.22_1_q2.2,0.0,1.0,0.0
q3.22_1_q2.3,-0.0226045213544,0.622395729293,0.0441866145326
q3.22_1_q2.5,-0.127856033783,0.00516470306537,0.0413321790936
q3.16_2_q4.6_3,0.00886593364832,0.846379286495,0.0247540800379
q3.16_2_q4.6_2,0.0350963076279,0.596441274856,0.118497296845
q3.16_2_q4.6_1,-0.117187474493,0.01018118734,0.0319833241111
q3.18_q6.8,-0.0577219570261,0.235603293577,0.05736871232
q3.18_q6.4,0.11026971562,0.0236527884496,0.0603571142475
q3.18_q6.6,-0.0088864269491,0.85574304918,0.0492017774828
q3.14_q3.22_4,0.0623384304582,0.171371964556,0.0398137935623
q3.4_q6.6,0.00869772624189,0.859443353655,0.118083320526
q3.4_q6.4,-0.053097190258,0.279348588055,0.1456596397
q3.18_q4.3,-0.0491870387849,0.485864242632,0.0892158000935
q3.18_q4.2,-0.024203592868,0.731772361243,0.0830141193037
q3.14_q3.22_3,0.096680267562,0.0338353232149,0.0586854522218
q5.2_q5.8,0.0150794906036,0.733307460259,0.534892204372
q5.2_q5.9,0.0868376055206,0.0491060485343,0.550993353017
q5.5_q5.7,-0.0946075071696,0.0316598599465,0.0870856785312
q3.4_q4.3,0.0417569146576,0.559148674974,0.222509302736
q3.4_q4.2,-0.117009109248,0.100655601142,0.208619804982
q3.18_q2.3,0.0334997548723,0.462624930148,0.0462086256469
q3.18_q2.2,0.0,1.0,0.0
q3.18_q2.5,0.0407918869042,0.371031204892,0.0436217731133
q5.2_q5.5,0.0374120098809,0.395937615229,0.228990824719
q5.2_q5.7,-0.0375751624212,0.394339296177,0.452750140594
q1.3_q6.8,-0.0586094887767,0.222491637891,0.183370120183
q1.3_q6.4,0.0779948088591,0.105477052266,0.195350299356
q1.3_q6.6,-0.00451144178253,0.925422039679,0.159144263456
q3.16_3_q4.6_1,0.056971097511,0.21183391016,0.0254585749087
q3.16_3_q4.6_2,-0.0346199260758,0.601438380063,0.0961076707716
q3.16_3_q4.6_3,0.00062862610023,0.989017196289,0.0195431847256
q3.16_2_q3.20,0.00975528660632,0.831190121361,0.074413963332
q3.13_q3.22_1,-0.00406633276214,0.929640666331,0.0665942582813
q3.13_q3.22_3,0.048619910537,0.287250376154,0.0641129256042
q3.14_q3.20,-0.0555548985038,0.2239151055,0.0568419579375
q3.13_q3.22_5,-0.0032977095633,0.962756223828,0.0281870403891
q3.13_q3.22_4,0.0174118596785,0.703272114439,0.0434425365145
q3.13_q3.22_6,-0.14929412154,0.0339555385959,0.123407081523
q2.3_q3.22_2,0.105735060808,0.0203721414338,0.054447595568
q2.3_q3.22_3,-0.0638786038991,0.16057843082,0.0458502083601
q2.3_q3.22_1,-0.0226045213544,0.622395729293,0.0476204720741
q2.3_q3.22_6,0.161367629843,0.0217739062352,0.102838625499
q2.3_q3.22_4,-0.151547750319,0.000545239916774,0.030066970181
q2.3_q3.22_5,-0.0304371915522,0.666406425864,0.0235428565759
q3.22_3_q4.2,-0.0800423455456,0.256288191056,0.0814634183977
q3.22_3_q4.3,0.0874432927762,0.214768562148,0.087574994683
q3.18_q5.7,-0.00957872151255,0.833859042486,0.0305390323547
q3.22_3_q6.4,-0.0635913458746,0.192308885974,0.0586405644629
